Gene Name Interactor A	Gene Name Interactor B
ELAVL1	TCF12
DTNBP1	NUF2
PCLAF	TPI1P1
ELAVL1	TCF7L2
ELAVL1	VPS72
PJA1	EZH2
PCLAF	FXR1
ELAVL1	TBL1X
ELAVL1	TBP
SIRT2	RUNX3
ADRB2	ARRDC3
FBXW11	DEPTOR
LAMTOR3	CEBPZ
AURKA	HDAC6
ELAVL1	PIAS3
NIPSNAP3A	FAM219A
ELAVL1	BASP1
ELAVL1	YAP1
ELAVL1	TUBGCP3
TRAPPC2L	TRAPPC8
ELAVL1	RBM14
CDK2	TUBG1
ELAVL1	LYPLA1
SULT1E1	LRIF1
ELAVL1	RWDD4
ELAVL1	SLC30A9
ELAVL1	ZBTB18
ELAVL1	TRIM38
PPP1CA	FRMPD4
ELAVL1	SLC9A6
USP46	WDR77
YWHAQ	TLN1
SOX2	TWIST1
RAD21	DNAJB4
SUMO1	BAZ1A
RAC1	SUMO1
ELAVL1	JDP2
SUMO1	CIT
ELAVL1	ANXA2R
PIDD1	PPP6C
SOX2	HDAC1
PCLAF	MRPL54
SOX2	HDAC2
SUMO2	IK
CBX4	SNCA
CALM1	BRWD1
ELAVL1	CEPT1
ELAVL1	TAPBP
RPAP1	BAG6
ELAVL1	TAF12
UBB	MYC
ELAVL1	TAF11
ELAVL1	TAF2
ELAVL1	TAF4
PSMA3	DONSON
CENPP	ITGB3BP
GTF2A1L	RBFOX2
ELAVL1	SUPV3L1
ELAVL1	STRN
HDGF	DEK
MEPCE	NTPCR
RGS2	METTL18
SUMO1	GNAS
AXIN1	MYC
EIF3I	RORA
SUMO1	GNAL
PCLAF	TAF15
RELB	SUZ12
TRAF2	USP4
SUMO1	GNAT2
TRAF6	USP4
ELAVL1	PABPC1
SUMO1	GNA12
ELAVL2	RBFOX2
SUMO2	ILF2
PCLAF	PABPN1
SUMO2	FOXK2
CCN5	HDAC3
ITSN2	HOOK2
ELAVL1	G3BP1
ELAVL1	TOB1
NEDD4L	MOB3A
ELAVL1	SPRED1
FAN1	FAN1
TLN1	SMURF1
RAD21	PPP1R15A
SUMO1	PKM
CABIN1	UBN1
PCLAF	RPL29P30
CACNA1A	PCSK6
MAFA	SUMO1
ELAVL1	ARPC4
ELAVL1	ARPC5
ELAVL1	ACTR2
ELAVL1	SRPK1
ELAVL1	UST
ELAVL1	SSB
ELAVL1	SSR1
NELFCD	ATP1A1
ELAVL1	PDCD7
HGH1	TRIT1
HDGF	HSPA9
ELAVL1	SSTR2
HDGF	DNAJA1
YBX1	SRSF9
ELAVL1	SS18
ELAVL1	ST13
INSIG2	PSMB1
INSIG2	PSMA7
INSIG2	PSMA2
ELAVL1	STAT2
ELAVL1	STAT3
PPP1CA	CEP170
NEDD8	SCN1A
TRAF1	RBCK1
PTEN	BAP1
CACNA1A	PPIG
ELAVL1	STAU1
GFI1B	KDM1A
ELAVL1	STK4
UBXN7	NEDD8
DYRK2	MDM2
XRCC5	NBN
SREK1	SH3GLB2
SREK1	HNRNPA3
KAT5	PLAGL2
FBXO42	CUL1
PRPF40A	XRCC6
SUMO2	IRF2
NCOA2	ATR
ATXN7	PNMA1
ELAVL1	SRD5A1
PCLAF	ZC3HAV1
TRAF3IP1	EXOC1
SUMO2	EIF3E
SUMO2	SIN3A
CD40	TDP2
PIDD1	TELO2
CELSR3	DST
SENP3	MDM2
PSMA7	PSMD7
SREBF1	TADA3
HSPB1	UBE2I
NCOA3	PSMC5
PTEN	TTBK2
HIST1H3A	HIST1H2AE
SUMO2	KIF4B
SMARCAD1	RUVBL1
PSMA7	PSMD1
SUMO2	ZNF131
SUMO2	NSD3
HDAC2	HIST3H3
SUMO2	DNAAF5
USP2	TRAF6
UBE3A	GOLGA3
ZWINT	TRIM17
TONSL	SSRP1
NEDD4L	NSRP1
SIRT6	XRCC5
FBXW8	SKP2
SOD1	STUB1
THAP1	POLR2M
LAMTOR5	LRIF1
ELAVL1	SPRY2
ELAVL1	SPRY1
SUMO1	EEF2
SUMO1	EEF1G
UNC93B1	ABCC1
PSMD4	EPS15
MAVS	IFIH1
CTSE	BAG6
SUMO1	EIF4A2
KATNA1	DYRK2
ELAVL1	SRRM1
ELAVL1	SPRR1A
SUMO1	EIF4G1
ELAVL1	ZMPSTE24
PCLAF	RPL21P16
NR1H2	SCG5
ELAVL1	SPOCK1
RBCK1	RBCK1
ELAVL1	NUTF2
ELAVL1	CTDSPL
ITGB1	TUBA1A
ELAVL1	IRF2BP2
ELAVL1	TRIB1
TOLLIP	DIABLO
SUMO2	ACTG1
ELAVL1	SNRPD3
ELAVL1	SNRPF
ELAVL1	RNF41
HDGF	HSD17B10
ELAVL1	SH3D19
PRR5	MTOR
PAX6	SUMO1
ELAVL1	SMPD1
HDGF	HIST1H2BD
ELAVL1	SMARCC2
HDGF	HIST1H1C
HDGF	H1F0
HDGF	HIST1H1E
ELAVL1	SUMO2
HDGF	HIST1H1D
HDAC5	HNRNPLL
ELAVL1	SMS
KAT7	GMNN
ELAVL1	FARP1
PCK1	MYLK2
STUB1	SRC
SUMO2	ABCF1
ELAVL1	SLC25A15
SUMO2	ZNF148
ELAVL1	UAP1
SUMO2	QRICH1
PIN1	CDK2
CALM1	TPT1
SUMO2	GPATCH4
OPTN	EIF5A2
SUMO2	GON4L
AFF1	HEXIM1
BRCA1	SUMO3
HES1	PARP1
KAT2A	CDK2
ARRB2	PTGES3
SGK1	SYVN1
ELAVL1	MBNL2
SUMO2	BCOR
CALCOCO2	FMR1
SUMO2	NSUN2
HDGF	HDAC2
HDGF	HDAC1
PCLAF	CCNB1IP1
SUMO2	HSPA5
ELAVL1	SPAST
SUMO2	DNAJA1
PEX14	GNPAT
ATXN7	RABEP1
TAL1	CHD4
CHD4	MLLT3
SUMO2	CXXC1
PCLAF	CCAR2
ELAVL1	SNTB2
DTNBP1	DCTN1
SUMO4	GSR
DST	DCTN1
SUMO2	GATAD2A
ELAVL1	ALYREF
SUMO2	HSPD1
ELAVL1	SOX4
CNOT7	CDK1
ELAVL1	COPG2
MGMT	XRCC6
NCAPD3	SMC4
TADA3	ANKRD12
IRAK2	IQSEC1
ELAVL1	MTHFD2
ELAVL1	SLC20A1
SOX2	SOX8
ELAVL1	SLC22A5
ELAVL1	HLTF
ELAVL1	SMARCC1
PRKCA	NR1H2
HLA-DRB1	HSP90AA1
HLA-DRB1	HSP90AB1
SMARCAD1	SIN3A
EIF3I	RORC
ELAVL1	OGA
TRIM8	PIAS3
HLA-DRB1	HSPA8
IRAK1	TARDBP
NIPBL	SMC1A
ELAVL1	ZNF234
ELAVL1	ARPP19
ELAVL1	ZMYND11
ELAVL1	AHCYL1
NSD3	CRNN
ELAVL1	TOB2
ELAVL1	KDM5B
CREBBP	XRCC6
CUL2	GLMN
TCEAL9	ENTR1
CDC5L	DST
POLR2M	RPL7A
SUMO1	EPHX1
ELAVL1	SLC7A1
CACNA1A	PCSK5
HDGF	HMGN1
HLA-DRB1	YWHAE
WWC1	LATS2
ELAVL1	SLC9A5
RAD23A	USP5
HDGF	HNRNPA2B1
SUMO1	FBL
LRP5	AXIN1
HLA-DRA	YWHAE
ELAVL1	SLC2A3
HDAC5	TUBB4B
NEDD4	UBE2M
SYVN1	PSMD2
ELAVL1	SKP2
PCNA	PFKM
PSMC2	CIITA
ELAVL1	SKP1
PCNA	XRCC6
IDE	IGF1
IRAK4	TLR4
ELAVL1	SHOX2
TAF3	SAP130
ITPR1	PSMD2
NEDD4	TAF1B
CDC25C	CDK1
CALM1	FBXO9
YAP1	EGFR
ARL3	LRIF1
ELAVL1	SGK1
SF1	NFKB1
SUMO2	MPHOSPH8
SUMO1	ENO1
INSIG2	RPN1
SUMO1	ENO2
SUMO1	ENO3
KMT5C	EEF1A1
HDGF	INTS14
TP73	KDM1A
SUMO2	RNF111
ELAVL1	TSPAN9
ELAVL1	C1QL1
ELAVL1	HCST
PLEKHA4	LRIF1
HDAC5	GLUD1
KRT19	SUMO1
HDGF	HNRNPU
SIRT3	NCAPD2
SIRT6	UBE2D1
KAT8	BRD4
SUMO2	USP7
SUMO2	BNC2
SUMO2	MBTD1
ELAVL1	RAB10
PCLAF	NCOA5
SIRT1	KAT8
ITSN2	DNM2
XRCC5	ORC6
XRCC5	ORC3
ELAVL1	ENTR1
ELAVL1	MTURN
RNF146	XRCC6
SUMO2	XBP1
TADA3	AR
ELAVL1	FRS3
ELAVL1	FAM114A2
ACVR1	TSC22D1
NOP56	ILF2
NOP56	ILF3
PRKACA	RGS13
SUMO2	WRN
HDAC7	KDM5B
ELAVL1	SRSF6
ELAVL1	SRSF1
HNF4A	SIRT1
RBM7	SRSF3
SUMO2	HOXC10
ELAVL1	SFPQ
RBP1	SIRT2
PGR	CDK2
YWHAQ	NDE1
RBM39	SF3B1
SUMO2	NELFA
IFIH1	SUMO1
TRIM13	ZFYVE1
SUMO3	RELA
SUMO2	ZBTB21
KAT8	TPR
FAN1	PCNA
HDAC5	SRSF1
GAGE2E	GMCL2
NEDD4	AMPD2
SUMO2	KIAA1958
SUMO2	HSF1
ELAVL1	SCP2
ELAVL1	CCL7
ELAVL1	OSTF1
ELAVL1	SDC2
ELAVL1	SDC4
ELAVL1	TRAPPC2
ELAVL1	SLC19A2
ELAVL1	AGPAT1
ELAVL1	ARPC1A
ELAVL1	CHIC2
ELAVL1	TIMM13
ELAVL1	LATS2
ELAVL1	DAZAP1
ASB9	CKMT1B
ELAVL1	DDX17
BUB1B	KNL1
CREB3	DCSTAMP
HSP90AA1	BECN1
ELAVL1	CNNM3
ELAVL1	SEMA4D
ATF2	CCT2
PHETA2	OCRL
BMI1	LRIF1
SUMO1	RPS14
SUMO1	RPS9
RXRB	SRC
SUMO1	RPS8
SUMO1	RPS11
SUMO1	RPS13
PSMA3	RBBP5
SUMO1	RPS16
USP2	TRADD
SUMO1	RPS18
HIF1A	FBXW7
INSIG2	FAF2
ELAVL1	TMED4
COPG1	COPZ2
DAB2	AXIN1
CREBBP	CCNE1
TERF1	MTOR
SUMO2	LEO1
ELAVL1	SCD
NEDD4	EBAG9
ELAVL1	SCML1
MYB	KMT2A
HLA-DRB5	ATP1B1
ELAVL1	TSPAN31
SUMO2	ARHGEF3
ELAVL1	MSMO1
LRIF1	ESR1
PCLAF	OGDH
NEDD4	AKT1
MTCP1	AKT1
MMS22L	SSRP1
ELAVL1	RRM2
ELAVL1	SORT1
ELAVL1	EBP
SUMO2	XRCC1
SUMO2	XPO1
SUMO2	XRCC4
ELAVL1	GNB5
ELAVL1	GNA13
SUMO2	GEMIN4
SUMO2	YWHAE
ELAVL1	RSU1
CDT1	MAPK8
SUMO2	YY1
SUMO2	YWHAB
PCLAF	YBX1
ELAVL1	RYK
XRCC5	ORC1
ELAVL1	IGF2BP2
ELAVL1	IGF2BP3
SUMO2	YWHAZ
MAFK	KAT6A
ELAVL1	ZNF800
PCLAF	NUP88
PCLAF	NUMA1
USP2	RIPK1
SUMO1	RRBP1
ELAVL1	SAFB
DUSP11	SRSF9
RBM39	IRF2BP2
TRIM28	TP53
PRKG1	TNNT1
SUMO2	XPC
ELAVL1	CELF1
APC	DST
ELAVL1	TXNIP
ELAVL1	POLR3F
NFIC	SMAD3
KDM1A	HSPA1A
FAN1	PMS1
HLA-DRB5	ANXA11
DTNBP1	TRIM9
PMS2	FAN1
BRMS1	LRIF1
HDAC5	CCAR2
SMARCAD1	KDM1A
CDK1	HMGB1
SUMO2	FAM207A
TSPAN6	LRIF1
PPP1CA	PPP1R3G
NONO	U2AF2
STUB1	DNAJC13
SUMO2	ZKSCAN1
CUL1	SGK1
HDAC5	ACAT1
TUBB2A	HMMR
NEDD4	ERG
SUMO2	ZNF24
SUMO1	RPS6
SUMO2	HNRNPL
MAGEE1	TRIM28
ARAP1	WAPL
ITSN2	NBR1
CDK2	PSMD9
RAD18	ORC2
ELAVL1	PM20D2
ELAVL1	INHBE
SUMO1	HIST4H4
SUMO2	HNRNPA2B1
STAT1	ATF3
SUMO2	HNRNPC
HDAC5	ACLY
LRIF1	RORA
ELAVL1	RIOK1
SUMO2	FOXA1
ELAVL1	ITCH
XRCC5	NAA15
SUMO2	NR4A1
ELAVL1	FAM107B
XRCC5	PCNA
XRCC5	ATR
IRAK2	FASTKD5
ASCC3	RELA
SUMO2	HMGB1
ELAVL1	RHNO1
HDAC5	ACTN4
TADA3	RARA
KANSL1	KAT8
YWHAG	DCAF7
NAA10	MTA1
XRCC5	BARD1
CEBPA	CAPN2
TADA3	CTNNB1
MGMT	UBB
LOC100290337	DCAF17
IRF2	PPP3CB
IRF2	PPP3CA
PCLAF	RPL36AP37
CDK1	HIST1H1A
FEZ1	WWC1
PTK2	SOCS3
ITSN2	MBNL1
ELAVL1	DUSP19
NCK1	ARHGAP32
CACNA1A	PMM1
CACNA1A	ARHGAP22
CDK1	HIST1H1B
EIF3H	PRRC2B
CDK1	HIST1H1D
KDM1A	KDM1A
ID2	LRIF1
PSMA3	TBL1XR1
NDUFB11	BAG6
CNTN2	HDAC6
SUMO2	UBE2K
SUMO4	WDR5
SUMO2	HIF1A
ELAVL1	SYT15
SUMO2	FAM129B
CXXC1	KMT2A
PCK1	FAF2
SUMO1	RPS3
CAV3	SUMO3
S100A10	DLC1
SUMO1	RPS3A
NEDD4L	H1F0
NR1H2	SRC
SUMO1	RPL24
SUMO1	RPL26
SUMO1	RPL28
KIAA1549	DST
UBE2D3	ISG15
SUMO1	RPL17
SUMO1	RPL11
SUMO1	RPL12
SUMO1	RPL13
SUMO1	RPL7A
ELAVL1	ANAPC16
SUMO1	RPL8
NFATC2	TUBA1A
SUMO1	RPL23A
SUMO1	RPL21
SUMO1	RPL18A
SMARCAD1	ZNF235
BCL11A	SIRT1
VHL	TUBA3D
SMARCAD1	GTF3C3
SMARCAD1	GTF3C4
SMARCAD1	GTF3C5
SUMO1	RPL7
HDAC5	TUBB
TSG101	HCRP1
SUMO1	RPL3
IRF8	MID1
TP53	ARID1A
THRA	SELENOP
CALM1	TGM2
NOP56	HIST1H1D
SUMO2	HIST1H1C
ELAVL1	RBM4B
RGS2	PRKG1
ELAVL1	LONP2
GRB10	NOA1
ELAVL1	FRMD8
SUMO2	TXN
KMT5C	HSPA4
SUMO2	TXNRD1
SUMO2	TYMS
CENPP	CENPU
SUMO2	HIST1H2BD
USP16	UBD
KDM1A	E2F1
SUMO2	PPIL4
SMC2	NCAPD3
KAT7	MEAF6
HDAC5	RBMX
KAT5	APLP2
KAT5	APLP1
NEDD4L	TMA16
TP53	NCOA3
SUMO2	HCFC1
XRCC5	ATM
PSMD4	MDC1
GSK3B	BAG6
CDKN1A	RBM48
CDK1	TP53
CBX1	LRIF1
MIB2	BCL10
ARHGAP32	NF2
COX14	COX17
UBE2A	CDK9
NCAPG	SMC4
SUMO2	HDGF
SUMO2	HDLBP
SREK1	DDX39B
MTOR	MTOR
SUMO2	HELLS
KDM4B	KMT2D
CSNK2B	IKBKB
PIAS2	TRAF2
HIST2H2AC	HIST1H2BA
NOP56	H1FX
MARK2	MTCL1
TP53	NPRL3
TRAF6	TUBB4A
NR5A2	SRC
SUMO2	TSNAX
SMARCAD1	MTA2
MYBBP1A	SIRT7
USP7	UVSSA
PCLAF	WDR18
PCLAF	PRPF19
LOC100290337	DCAF5
CDK1	TSC1
UBA1	UBD
RBBP6	EVA1C
NOD2	NAT16
CHD1L	XRCC5
CDC5L	RNU6-1
SUMO2	RNF216
TRA2B	SRSF9
SUMO2	PFAS
PQBP1	LRIF1
SUMO1	CYBB
ELAVL1	AMMECR1L
PJA2	PRKAR2A
RAD21	PCNA
SUMO2	PEX1
PPARD	EIF3I
ELAVL1	GUCD1
CDC5L	RNU4-1
PTEN	ARHGAP26
DYNC1H1	CSNK2B
NEDD4	SAMSN1
HDAC5	PRKD2
KDM5B	CHD3
ARRB2	MAP2K1
MAGEA11	EP300
ELAVL1	TMEM14A
RAC1	ARHGEF25
CTCF	NPM1
CDC5L	RNU1-1
YWHAG	DDX39B
ELAVL1	SLC27A6
MAPK6	NRXN2
RAD21	PPM1D
SUMO2	KNOP1
ELAVL1	BZW2
HSPB1	STAT2
ELAVL1	GIT1
ELAVL1	OSTM1
SUMO2	PGAM2
RAB10	MICAL1
PSMD11	LRIF1
PIM1	PIN1
ELAVL1	AIF1L
MAVS	BAG6
SUMO2	SLC25A3
UBE2A	HIST2H2BE
ESR1	PRKCZ
KMT2A	OXT
APOBEC3F	APOBEC3F
PIAS1	MDC1
CHD7	GATAD2A
TBKBP1	AGO2
INSIG2	DSP
S1PR1	WWP2
MAP2	NEDD4
HSPB2	EIF4E
SUMO2	SUMO1
SUMO2	UBP1
SUMO2	UBTF
PCLAF	RPL7P32
SUMO2	UBA1
MAPK8	NCOA3
ELAVL1	RETREG3
LIN52	RBBP4
INTS6	INTS13
PCBD1	MIS18BP1
TBK1	HMMR
SUMO2	USP1
SUMO2	USF1
TERF2	DST
ZBP1	KDM1A
STAT1	MTOR
PCM1	CLTC
MTOR	STAT3
MRPL58	MCU
SS18L1	SMARCA4
SMN1	SRSF3
KAT5	YWHAG
RNF4	SUMO2
SUMO2	CLP1
SUMO2	YWHAQ
RAC1	SUMO2
SF3A2	SRSF5
SF3A2	SRSF7
SF3A2	SRSF6
SUMO2	STIP1
CBX5	ADNP2
AURKA	UBE2N
MRPL58	ECI1
RAD23A	PSMB1
IRF7	TLK2
YWHAQ	LIMA1
HIST3H3	CBX2
SUMO2	SF3B2
RAD23A	PSMA7
RAD23A	PSMA6
SUMO2	EZR
SUMO2	VCP
SUMO2	SUB1
SUMO2	CBX1
SUMO2	POP1
SUMO2	HNRNPA0
RAD23A	PSMA5
RAD23A	PSMA4
RAD21	OSBP
RAD23A	PSMA3
RAD23A	PSMA2
RAD23A	PSMB4
SUMO1	DDX5
IRAK2	BAG3
RAD23A	PSMB5
RAD23A	PSMB2
RAD23A	PSMB3
PRKG1	MRVI1
RAD23A	PSMB6
TWIST1	WDR5
BNIP1	SQSTM1
YWHAE	KAT8
KMT2A	CBFB
PIN1	LRIF1
RUNX1	KMT2A
ITSN2	FNBP4
SRPK1	SRSF2
RAD23A	PSMA1
NTRK1	ARHGAP32
NCOA6	MED1
E2F1	FZR1
XRCC6	YY1
MTOR	GDI2P1
UBE2I	SKI
RNF8	KDM4A
SF3A2	SRSF2
SF3A2	SRSF1
SF3A2	SRSF4
SF3A2	SRSF3
DCAF16	CUL4A
PIM1	CDC20
ELL	SIRT2
ITSN2	EPS15L1
CCNE1	RB1
AKR1C3	LRIF1
ELAVL1	EIF4E3
ANAPC4	ANAPC11
SUMO2	HNRNPUL2
DTX4	TBK1
ELAVL1	SLC41A1
USP16	FBXO11
SF3A2	SEC31B
MLH1	ABHD16A
CCL2	CDC45
PLK1	BAG6
PHF8	TAF1
SUMO2	TERF2IP
KDM5B	AXIN2
CBL	IRS1
LOC100290337	DCAF10
RAD23A	PSMD5
TLN1	DAG1
RAD23A	PSMD13
RAD23A	PSMD12
RAD23A	PSMD11
RAD23A	PSMD8
RAD23A	PSMD7
RAD23A	PSMC1
RAD23A	PSMD3
SMARCAD1	SMC3
FBXW8	CCT6B
SUMO1	DHX15
RAD23A	PSMD2
CENPT	CENPU
RAD23A	PSMC3
RAD23A	PSMC5
SUMO2	TLN1
RAD23A	PSMC4
MICOS10	MIA3
PHF1	XRCC5
KARS	EPRS
XRCC6	ILF3
NCOA3	MORC2
HDAC5	TKT
SREK1	SF3A3
SREK1	SRSF8
CLP1	CPSF6
SUMO2	TFRC
TLR9	TRAF6
TLR9	TRAF3
ELAVL1	LMAN1
ELAVL1	LLGL1
HMGA1	CWC27
SUMO2	SEC61A1
KAT5	UBTF
HDAC5	TFRC
KAT5	SUMO1
ATM	RBBP8
PSMD4	RBCK1
SUMO2	PRDX2
SKIL	TGFBR1
SUMO2	TEAD4
SUMO2	TERF2
SUMO2	TFAP4
SUMO2	TFAP2C
SUMO2	TFCP2
ELAVL1	LIMK1
SUMO2	TFAP2A
SUMO2	TFE3
SUMO2	BRD8
UBD	PSMA6
SUMO2	SUGT1
SUMO2	TCERG1
TIRAP	STAT3
YWHAQ	COPS4
SUMO2	UTP14A
LEO1	HADHA
LEO1	HADHB
SUMO2	HSPH1
SUMO2	SEPT9
TOLLIP	WRNIP1
ELAVL1	LIPA
UNC93B1	FASTKD5
MMS22L	TONSL
CDK16	CDK5R1
HDAC5	GOT2
ELAVL1	TMEM123
AP5B1	TRIM13
NUB1	PSMD2
SUMO2	RUVBL2
SIAH1	PARD3
UBD	PSMC3
SUMO4	ARHGEF3
SUMO2	CD3EAP
TP53	OTUB1
KDM5B	HDAC1
SREK1	SRSF10
MTOR	ABL1
ELAVL1	LPCAT4
SIRT5	SIRT3
H2AFY	XRCC5
NR1H2	SIRT1
JUN	KAT7
ITSN1	CEP85L
NOLC1	COIL
HSPA4	CDK1
NIPSNAP2	DDX39A
SUMO1	TUBA3E
PSMD4	UBD
CHUK	TRAF6
TERF1	STUB1
XRCC5	APLF
FBXW8	TRIP13
ELAVL1	FLYWCH2
PBRM1	HIST3H3
STAT3	RUNX2
RBFOX2	DMRTB1
YAE1	HNRNPA2B1
ATF2	HSP90B1
ARHGAP35	RASA1
DYRK2	LOC100290337
SUMO2	RAVER1
KMT5C	CBX5
UBA5	NAA15
ANXA1	XRCC6
SUMO2	WDR3
YWHAE	TBC1D3F
ITSN2	WIPF2
PCLAF	H2AFV
SIRT6	XRCC6
MCPH1	H2AFX
SMARCAD1	E2F6
GADD45A	BAG6
TOP1	SRSF11
XRCC6	ORC2
SUMO2	ZNHIT6
RHEB	MTOR
ELAVL1	ITGB1
LRRK2	STUB1
TRAF5	TDP2
ELAVL1	INSIG1
IRAK2	IQCB1
PCK1	NUP62
ELAVL1	ING1
ELAVL1	IMPA1
SUMO2	MYO1G
ELAVL1	XKR6
CALM1	XRCC4
CD4	STUB1
MICOS10	ACSL4
PCLAF	THOC2
CEBPA	E2F4
ITSN2	RABEP1
KMT5C	CBX3
ELAVL1	FAM83H
CAMK1	GCM1
HDAC5	HSP90B1
YAE1	SERPINA4
ELAVL1	GPBP1L1
SUMO1	DSP
CTDP1	MED8
CUL3	PSMA7
ELAVL1	JARID2
ELAVL1	JUND
ELAVL1	CXCL16
HDAC5	TPI1
HDAC5	TOP1
ELAVL1	ITPKB
HDAC5	TP53
SUMO2	TPT1
CACNA1A	PTGDS
TMEM173	DDOST
ELAVL1	STT3A
SUMO2	TOP1
UBE2D3	FOCAD
ELAVL1	PTBP2
NET1	DLG1
BMPR1A	IGSF1
DYRK2	DAW1
UNC93B1	NPC1
TOLLIP	ITCH
NEDD4	RNF7
KRT18	SUMO3
RAD21	PIGR
SUMO2	USP39
SUMO2	POLD3
CFTR	CBL
TRIM63	TNNI1
MAPK14	IKBKB
SUMO2	STAG2
SUMO2	NFAT5
COPS5	LOC284014
ROS1	VAV3
HLA-DRB5	YWHAE
MTOR	RPL5
ELAVL1	IL1B
WWC1	HIST1H3A
SUMO2	PUS7
MTOR	RPL23A
SUMO2	RAI1
AURKA	HDAC2
ELAVL1	RBPJ
DIABLO	UBE2K
CDK16	YWHAQ
MEST	BAG6
RARRES3	YWHAE
STN1	MED16
NOP56	HNRNPU
USP12	HIST2H2BE
INTS11	POLR2A
IRS1	MTOR
GTF2F2	BAG6
SUMO2	KDM5B
RAD21	PGK1
TADA3	TXNRD2
NOP56	HNRNPA1
TRIM27	MAGED4
GATA3	MYB
USP12	HIST2H2AC
PAXIP1	EP300
RAD21	PFKL
SUMO2	PWP2
STN1	MED6
LIN54	RBL1
PPP2R5E	PIM1
ELAVL1	IL13RA1
ITSN2	DLGAP1
SIRT1	STAT3
HGS	VMP1
NACC1	PSMD7
CCND1	MCM7
CCND1	MCM6
PIM1	PPP2CA
CCND1	MCM3
CCND1	MCM2
SUMO1	DST
ESR2	TRAM1
ALK	CDK13
ZFHX3	TRIM25
NEDD4	PRKG2
SUMO2	FOXP1
SUMO2	PROSER1
SUMO1	ZC3H4
RNPS1	SRSF7
CBX2	TRANK1
MDM2	NOTCH4
NEDD4	PKN2
SUMO2	GMEB1
TNFAIP3	PPP6R3
ELAVL1	TGIF2
ARID4A	CDK1
ELAVL1	SAV1
ELAVL1	ELOVL5
EFNA1	XRCC6
KMT2A	AVP
SMARCAD1	DDX5
SMARCAD1	DDX3X
PCLAF	NOP58
MYO5A	EXOC3
NOS2	ELOC
SMARCAD1	DHX9
SUMO2	CELF1
NEDD4	PRR16
SUMO2	CTCF
SUMO1	BLVRA
CDC42	LRIF1
ISG15	HSPA4
SREK1	NFATC2IP
CDC45	ORC6
TERT	XRCC6
CARM1	AXIN1
RAD21	PRKDC
SUMO2	RECQL
HDGF	ZC3HAV1
SUMO2	P3H4
SUMO1	HIST1H1C
LCK	PAG1
SUMO2	MYL12A
FBXW8	FBXW2
ROBO4	THRB
SUMO2	SND1
BRD4	BICRA
EPM2A	PRKAB2
VAV1	XRCC6
NEDD4	CAMK4
IRF7	TRMT61B
SUMO2	GHITM
PCLAF	MKI67
HDAC5	CCT3
GBA	HSP90AA1
GBA	HSPA4
ESR2	EIF3I
ELAVL1	LAMC1
UBR5	GSK3B
PCLAF	ZFR
PCLAF	MEA1
PCK1	GNAI1
HDAC5	TUFM
PCK1	GNAS
PTEN	WNT4
VHL	RPL10A
ELAVL1	LAMP1
PCLAF	DDX24
ELAVL1	LAMP2
CENPQ	CENPQ
SKP1	FBXL19
HLA-DRA	HSPA8
HLA-DRA	HSP90AB1
PCLAF	PPIL1
HLA-DRA	HSP90AA1
KMT2A	BMI1
PCK1	GNA12
USP7	DCAF4
JKAMP	RNF5
KDM5B	MBD2
PCLAF	LUC7L2
PCLAF	SF3B6
PCLAF	RTRAF
HLA-DRA	HLA-DMB
SIRT1	ZEB1
PCNA	DTL
FANCC	CTNNB1
RELA	SP3
ELAVL1	KCNK1
MYC	LOC100290337
SUMO2	PRPF8
TP53	AURKA
PCLAF	DNAJB11
STAT3	KDM1A
SUMO2	SLU7
SUMO1	BIRC8
TRIP13	SEMA4G
NELFB	ALDH3A2
SUMO2	ANP32B
SSRP1	SSRP1
IKBKE	MZT2B
ELAVL1	DPY19L4
ATP6V1A	ATP6V0A1
SUMO2	WRNIP1
LIN37	HSPA4
SUMO2	PRDX4
TRIM40	CHUK
NR2E3	RBFOX2
ITSN1	CLIP2
SUMO2	RPP30
TIRAP	SNRNP200
FBXW8	FBXO4
SUMO2	IPO7
SUMO2	NOP56
CPSF2	CSTF2T
PIN1	FBXW7
ESR1	BLOC1S1
MSL3	HIST3H3
SUMO2	GLRX3
ELAVL1	SMIM11A
GAPDH	PRKG1
TWIST1	MTA2
FBXW8	FBXW8
BRD4	SIRT1
SUMO1	MDN1
SUMO2	MYBBP1A
NEDD4	PRRG1
FCP1	HMGB1
SUMO2	WIZ
NEDD4	PRKX
SUMO1	NUP205
ELAVL1	KIF11
CDKN1B	KPNA1
CDKN1B	KPNA4
SUMO1	PHF8
PPP2R1A	PTPA
SVIL	CENPF
HDAC5	UBA1
ANAPC2	GRIA1
UBE2S	UBE2S
ELAVL1	KRAS
NEDD4	CLK3
HIST3H3	CBX8
TMEM173	CCDC47
HDGF	ACTL6A
NEDD4	MRPL19
SUMO2	RBM25
RAD21	NCAPD2
NEDD4	CLIC2
PCLAF	AFDN
PCLAF	MMP2
HDAC5	UQCRC2
PPP1CA	IBTK
NEDD4	TBC1D7
YWHAQ	HADHA
PCLAF	ALDH6A1
SMARCAD1	ZNF689
PCLAF	MOV10
BRD4	SIRT5
HNF4G	SRC
CREBBP	PTOV1
ELAVL1	KPNA4
PCLAF	LUC7L3
ELAVL1	HES1
SUMO2	SETD1A
SUMO1	ADSL
SUMO2	SART3
TERF2	SIAH1
PTPRC	PLK3
RRM1	LRIF1
RPL26	TP53
